TimeStamp,อุณหภูมิ_c,อุณหภูมิดิน_c,ความชื้น_เปอร์เซ็นต์,ความชื้นดิน_เปอร์เซ็นต์,แรงดัน_hPa,ความเข้มแสง_lux,ลูกลอย,PH,ความเค็ม_เปอร์เซ็นต์,ไนโตรเจน_เปอร์เซ็นต์,ฟอสฟอรัส_เปอร์เซ็นต์,โพแทสเซียม_เปอร์เซ็นต์,ความเร็วลม_กิโลเมตรต่อชั่วโมง
2025-01-22 19:52:00,20.0,25.6,96.5,51.8,1011.0,0,1,5.2,470.0,60.0,183.0,8.9,0.0
2025-01-22 20:51:00,19.8,25.4,97.6,51.9,1011.3,0,1,5.2,466.7,59.3,182.7,8.8,0.0
2025-01-22 21:52:00,19.1,24.8,99.8,51.6,1011.7,0,1,5.3,460.0,58.0,180.7,8.7,0.0
2025-01-23 00:51:00,18.7,24.2,99.9,51.6,1011.7,0,1,5.3,460.0,56.7,178.3,8.6,0.0
2025-01-23 01:51:00,18.4,23.8,99.9,51.3,1011.3,0,1,5.4,460.0,56.0,176.0,8.5,0.0
2025-01-23 01:52:00,18.3,23.6,99.9,51.3,1011.0,0,1,5.4,460.0,56.0,175.3,8.5,0.0
2025-01-23 02:51:00,18.3,23.6,99.9,51.1,1011.0,0,1,5.4,460.0,56.0,175.7,8.5,0.0
2025-01-23 02:52:00,18.2,23.5,99.9,51.0,1010.7,0,1,5.4,460.0,56.0,175.0,8.5,0.0
2025-01-23 03:51:00,17.9,23.4,99.9,50.9,1010.7,0,1,5.4,460.0,56.0,174.0,8.4,0.0
2025-01-23 04:51:00,17.7,23.2,99.9,50.8,1010.7,0,1,5.3,453.3,56.0,173.0,8.4,0.0
2025-01-23 05:51:00,17.4,23.0,99.9,50.7,1011.3,0,1,5.3,446.7,55.3,172.3,8.4,0.0
2025-01-23 06:51:00,18.0,22.9,99.9,51.7,1012.0,286,1,5.3,453.3,57.3,177.3,8.6,0.0
2025-01-23 07:51:00,21.3,22.8,90.4,52.9,1013.0,5573,1,5.3,466.7,59.3,182.3,8.8,0.0
2025-01-23 08:51:00,26.0,23.0,75.5,54.1,1013.7,26980,1,5.3,480.0,62.0,188.3,9.1,0.9
2025-01-23 09:51:00,30.8,23.3,57.7,54.5,1014.0,30553,1,5.4,486.7,62.3,190.3,9.2,0.0
2025-01-23 10:51:00,33.4,23.9,47.5,54.8,1013.7,54612,1,5.4,493.3,63.7,193.7,9.4,0.0
2025-01-23 11:51:00,35.3,24.7,42.0,55.2,1013.0,41763,1,5.5,506.7,66.3,200.0,9.7,0.5
2025-01-23 12:52:00,36.1,25.5,39.6,55.4,1012.0,54612,1,5.5,520.0,70.7,209.0,10.1,0.3
2025-01-23 13:51:00,36.8,26.2,36.9,56.0,1011.0,16990,1,5.5,546.7,76.0,221.7,10.8,0.8
2025-01-23 14:51:00,36.5,26.7,36.0,56.4,1010.0,16606,1,5.5,566.7,80.7,231.7,11.3,0.3
2025-01-23 15:51:00,34.3,27.0,41.6,56.3,1009.3,9150,1,5.4,580.0,82.7,236.3,11.5,0.6
2025-01-23 16:51:00,30.2,26.9,57.1,56.1,1009.3,2373,1,5.4,573.3,82.0,233.7,11.4,0.0
2025-01-23 17:51:00,25.6,26.6,75.5,55.7,1009.7,503,1,5.3,560.0,79.3,228.3,11.1,0.0
2025-01-23 18:51:00,22.6,26.1,89.2,55.4,1010.3,0,1,5.3,546.7,76.0,221.3,10.7,0.0
2025-01-23 19:51:00,21.1,25.6,96.1,55.1,1011.0,0,1,5.2,533.3,72.7,215.3,10.4,0.0
2025-01-23 20:51:00,20.5,25.3,99.1,55.0,1011.7,0,1,5.3,526.7,70.7,211.3,10.3,0.0
2025-01-23 20:53:00,20.3,25.2,99.9,55.0,1012.0,0,1,5.3,520.0,70.0,210.0,10.2,0.0
2025-01-23 20:54:00,20.0,25.0,99.9,55.0,1012.0,0,1,5.3,513.3,68.7,206.0,10.0,0.0
2025-01-23 22:51:00,19.5,24.7,99.9,54.8,1012.0,0,1,5.3,506.7,66.7,201.3,9.8,0.0
2025-01-23 23:51:00,18.7,24.1,99.9,54.6,1011.3,0,1,5.3,493.3,64.7,195.7,9.5,0.0
2025-01-24 02:51:00,18.2,23.8,99.9,54.1,1010.7,0,1,5.3,486.7,64.0,193.3,9.4,0.0
2025-01-24 03:51:00,17.9,23.5,99.9,53.7,1010.0,0,1,5.3,480.0,64.0,192.0,9.3,0.3
2025-01-24 03:52:00,17.7,23.3,99.9,53.6,1010.0,0,1,5.3,480.0,63.3,191.7,9.3,0.3
2025-01-24 04:51:00,17.5,23.2,99.9,53.4,1010.0,0,1,5.3,480.0,62.7,191.3,9.2,0.0
2025-01-24 05:51:00,17.2,23.0,99.9,53.2,1010.3,0,1,5.3,480.0,62.0,190.7,9.2,0.0
2025-01-24 06:51:00,18.0,22.9,99.9,52.9,1010.7,316,1,5.3,480.0,62.0,190.0,9.2,0.0
2025-01-24 07:51:00,21.8,22.9,92.1,54.5,1011.3,6720,1,5.3,506.7,67.3,201.3,9.8,0.0
2025-01-24 08:51:00,27.7,23.0,72.5,55.9,1011.7,29443,1,5.4,533.3,72.7,213.3,10.4,0.0
2025-01-24 09:51:00,33.2,23.5,50.9,57.5,1012.0,46713,1,5.5,566.7,79.3,228.7,11.1,0.1
2025-01-24 10:51:00,36.1,24.3,37.1,57.3,1011.7,54612,1,5.6,580.0,82.7,236.7,11.5,1.6
2025-01-24 11:51:00,37.4,25.2,34.2,57.2,1011.0,54612,1,5.7,600.0,86.7,246.7,12.0,1.1
2025-01-24 12:51:00,38.1,25.7,33.3,57.0,1010.3,41490,1,5.7,613.3,89.3,253.3,12.3,0.5
2025-01-24 12:52:00,37.5,26.1,33.5,57.7,1009.7,41490,1,5.6,660.0,98.0,274.7,13.4,0.5
2025-01-24 13:51:00,37.4,26.4,34.0,58.6,1009.0,13700,1,5.5,700.0,106.7,294.0,14.4,0.0
2025-01-24 14:51:00,37.5,26.9,33.6,59.9,1008.3,17916,1,5.5,733.3,113.3,308.3,15.1,0.6
2025-01-24 15:51:00,37.9,27.3,34.4,60.5,1008.0,10930,1,5.6,706.7,108.0,295.7,14.5,0.0
2025-01-24 16:51:00,34.5,27.5,46.9,60.7,1008.0,5743,1,5.7,666.7,99.3,275.7,13.5,0.0
2025-01-24 17:51:00,33.7,28.4,50.9,60.5,1007.7,1076,1,5.9,600.0,86.0,246.0,12.0,0.0
2025-01-26 16:51:00,33.5,29.1,52.6,60.4,1007.7,6413,1,5.9,553.3,76.7,224.7,10.9,0.5
2025-01-26 16:52:00,34.2,29.9,49.3,60.7,1007.7,6413,1,6.0,513.3,70.0,207.3,10.1,0.5
2025-01-26 17:51:00,30.6,29.6,62.1,60.5,1008.0,1086,1,5.9,506.7,68.7,203.3,9.8,0.0
2025-01-26 18:51:00,26.6,29.1,77.3,60.2,1008.3,0,1,5.8,500.0,66.7,198.7,9.6,0.0
2025-01-26 19:51:00,24.9,28.6,85.5,59.7,1009.0,0,1,5.7,500.0,64.7,196.0,9.5,0.0
2025-01-26 20:51:00,24.8,28.3,87.1,59.6,1009.7,0,1,5.6,500.0,64.0,194.7,9.4,0.0
2025-01-26 20:52:00,25.1,28.2,86.2,59.6,1010.0,0,1,5.5,500.0,64.0,194.0,9.4,0.0
2025-01-26 20:53:00,24.7,28.1,88.7,59.6,1010.0,0,1,5.5,493.3,64.0,193.3,9.4,0.0
2025-01-26 21:51:00,24.0,27.9,93.0,59.2,1010.3,0,1,5.5,486.7,63.3,192.7,9.3,0.0
2025-01-26 22:51:00,23.3,27.6,97.6,58.9,1010.7,0,1,5.5,480.0,62.7,191.3,9.3,0.0
2025-01-26 23:51:00,22.7,27.3,99.6,58.8,1010.7,0,1,5.5,480.0,62.0,190.7,9.2,0.0
2025-01-27 00:51:00,22.4,27.1,99.9,58.8,1010.3,0,1,5.4,480.0,62.0,189.3,9.2,0.0
2025-01-27 01:51:00,22.3,26.9,99.9,58.9,1009.7,0,1,5.4,480.0,62.0,188.7,9.1,0.0
2025-01-27 02:51:00,22.3,26.8,99.9,58.9,1009.3,0,1,5.3,480.0,62.0,188.0,9.1,0.0
2025-01-27 02:52:00,22.4,26.7,99.9,59.0,1009.0,0,1,5.3,480.0,62.0,188.0,9.1,0.0
2025-01-27 02:53:00,22.6,26.6,99.9,58.9,1009.3,0,1,5.3,480.0,61.3,187.3,9.1,0.0
2025-01-27 03:51:00,23.2,26.4,92.5,58.7,1010.0,0,1,5.3,480.0,60.7,186.7,9.0,1.4
2025-01-27 04:51:00,23.5,26.2,83.3,58.4,1011.0,0,1,5.3,480.0,60.0,185.0,9.0,2.5
2025-01-27 05:51:00,23.4,25.8,72.8,57.9,1012.0,0,1,5.3,480.0,59.3,183.7,8.9,1.2
2025-01-27 06:51:00,23.1,25.5,69.4,57.4,1013.0,336,1,5.3,473.3,58.7,182.0,8.8,2.2
2025-01-27 07:51:00,24.3,25.2,63.0,57.4,1014.0,7146,1,5.3,466.7,58.0,181.0,8.7,3.9
2025-01-27 08:51:00,26.4,25.1,55.5,58.0,1014.7,26520,1,5.2,460.0,58.0,180.7,8.7,1.2
2025-01-27 09:51:00,28.7,25.1,48.1,58.5,1015.0,47090,1,5.3,466.7,58.7,182.3,8.8,1.8
2025-01-27 10:51:00,30.3,25.5,44.6,60.2,1014.7,54612,1,5.3,493.3,64.0,194.0,9.4,2.0
2025-01-27 11:51:00,31.5,26.2,43.3,61.2,1014.0,54612,1,5.3,513.3,68.0,202.3,9.8,0.6
2025-01-27 12:51:00,32.1,27.0,43.0,62.1,1013.0,50323,1,5.4,526.7,71.3,209.3,10.2,1.1
2025-01-27 13:51:00,32.8,27.7,41.5,61.4,1012.0,15810,1,5.5,526.7,71.3,209.3,10.2,0.6
2025-01-27 14:51:00,32.5,28.3,42.4,60.8,1011.0,19400,1,5.6,526.7,71.3,210.7,10.3,1.2
2025-01-27 16:51:00,30.3,28.3,47.4,60.2,1010.7,6470,1,5.6,520.0,70.0,207.0,10.1,0.6
2025-01-27 17:51:00,27.4,28.1,54.3,59.7,1010.7,1186,1,5.5,506.7,67.3,200.7,9.7,0.9
2025-01-27 17:52:00,24.4,27.6,62.7,59.5,1011.0,1186,1,5.4,500.0,65.3,195.3,9.5,0.9
2025-01-27 18:51:00,23.3,27.2,68.1,59.1,1011.3,0,1,5.4,493.3,64.7,194.0,9.4,0.0
2025-01-27 19:51:00,21.5,26.6,78.4,59.0,1012.0,0,1,5.4,486.7,63.3,191.7,9.3,0.0
2025-01-27 20:51:00,20.4,26.2,86.7,58.9,1013.0,0,1,5.4,480.0,62.7,190.3,9.2,0.0
2025-01-27 21:51:00,19.6,25.8,92.3,58.9,1013.7,0,1,5.3,480.0,62.0,189.0,9.1,0.0
2025-01-27 22:51:00,19.0,25.4,95.3,58.4,1014.0,0,1,5.3,480.0,61.3,188.0,9.0,0.0
2025-01-27 23:51:00,18.6,25.1,96.9,58.2,1014.0,0,1,5.3,480.0,60.7,186.0,9.0,0.0
2025-01-28 00:51:00,18.1,24.8,99.6,58.0,1014.0,0,1,5.2,480.0,60.0,184.7,8.9,0.0
