TimeStamp,อุณหภูมิ_c,อุณหภูมิดิน_c,ความชื้น_เปอร์เซ็นต์,ความชื้นดิน_เปอร์เซ็นต์,แรงดัน_hPa,ความเข้มแสง_lux,ลูกลอย,PH,ความเค็ม_เปอร์เซ็นต์,ไนโตรเจน_เปอร์เซ็นต์,ฟอสฟอรัส_เปอร์เซ็นต์,โพแทสเซียม_เปอร์เซ็นต์,ความเร็วลม_กิโลเมตรต่อชั่วโมง
2025-01-14 15:46:00,28.0,24.0,47.0,24.0,1012.0,20266,1,6.0,100.0,0.0,8.0,0.0,0.5
2025-01-14 16:06:00,27.8,24.0,47.2,24.0,1012.0,16323,1,6.0,100.0,0.0,7.3,0.0,0.5
2025-01-14 16:09:00,26.9,23.8,47.8,23.9,1012.3,14833,1,6.0,100.0,0.0,6.7,0.0,1.1
2025-01-14 17:10:00,25.3,23.5,51.9,23.7,1012.7,5153,1,5.9,100.0,0.0,6.0,0.0,0.2
2025-01-14 18:09:00,23.8,23.2,55.8,23.6,1013.0,203,1,5.8,100.0,0.0,6.0,0.0,0.0
2025-01-14 18:10:00,22.5,22.8,61.8,23.4,1013.7,203,1,5.4,100.0,0.0,5.3,0.0,0.0
2025-01-14 20:09:00,22.1,22.4,62.1,23.3,1014.3,10,1,4.9,100.0,0.0,4.7,0.0,0.0
2025-01-14 22:09:00,20.6,21.8,67.5,23.2,1014.7,36,1,4.4,100.0,0.0,4.0,0.0,0.2
2025-01-15 03:09:00,18.8,21.3,74.8,23.0,1014.3,6,1,4.2,100.0,0.0,4.0,0.0,0.0
2025-01-15 04:09:00,16.8,20.8,85.6,22.8,1014.0,6,1,4.2,100.0,0.0,4.0,0.0,0.0
2025-01-15 05:09:00,16.0,20.6,90.0,22.7,1014.0,10,1,4.4,100.0,0.0,4.0,0.0,0.0
2025-01-15 06:09:00,16.4,20.5,87.3,22.7,1014.3,10,1,4.5,100.0,0.0,3.3,0.0,0.2
2025-01-15 07:09:00,18.2,20.4,78.9,23.1,1015.0,2740,1,5.3,100.0,0.0,4.7,0.0,0.0
2025-01-15 08:09:00,22.5,20.6,62.8,23.6,1016.0,10253,1,6.1,106.7,0.0,8.0,2.0,0.4
2025-01-15 09:09:00,26.5,20.8,49.1,24.2,1016.7,16346,1,6.9,113.3,0.0,12.0,4.0,0.4
2025-01-15 09:09:00,30.5,21.1,38.1,24.4,1016.7,16346,1,6.6,120.0,0.0,13.3,5.3,0.4
2025-01-15 10:09:00,31.1,22.7,40.1,25.5,1015.7,22316,1,6.6,140.0,0.0,24.0,16.0,0.7
2025-01-15 13:09:00,31.9,24.1,41.8,26.3,1014.0,54612,1,6.8,160.0,0.0,33.0,25.3,0.4
2025-01-15 14:09:00,31.6,25.3,45.3,27.1,1012.7,16166,1,7.1,180.0,0.0,42.7,35.3,1.4
2025-01-15 14:10:00,31.5,25.2,46.4,26.7,1011.7,16166,1,7.2,180.0,0.0,40.3,33.3,1.4
2025-01-15 15:09:00,31.0,25.1,48.2,26.5,1011.3,14400,1,7.3,173.3,0.0,38.3,32.0,0.8
2025-01-15 16:09:00,29.8,24.8,51.6,26.2,1011.3,8283,1,7.2,166.7,0.0,36.0,29.3,0.7
2025-01-15 18:09:00,28.6,24.4,54.6,25.9,1012.0,353,1,7.2,160.0,0.0,33.7,26.7,0.2
2025-01-15 19:09:00,27.0,24.0,58.3,25.6,1013.0,10,1,6.9,153.3,0.0,31.3,23.3,0.0
2025-01-15 23:09:00,25.9,23.6,61.3,25.4,1013.7,10,1,6.8,146.7,0.0,29.3,21.3,0.0
2025-01-16 00:09:00,24.9,23.4,64.5,25.1,1014.0,10,1,6.6,140.0,0.0,27.0,19.3,0.0
2025-01-16 01:09:00,24.3,23.3,67.5,24.9,1013.7,10,1,6.8,140.0,0.0,26.0,18.7,0.0
2025-01-16 02:09:00,23.8,23.2,70.9,24.8,1013.3,6,1,6.9,140.0,0.0,24.7,17.3,0.0
2025-01-16 03:09:00,23.5,23.1,72.9,24.8,1013.0,6,1,7.0,140.0,0.0,24.3,16.7,0.0
2025-01-16 04:09:00,23.4,23.0,73.8,24.7,1013.0,6,1,6.9,140.0,0.0,24.0,16.0,0.0
2025-01-16 05:09:00,23.5,23.0,71.1,24.7,1013.3,6,1,6.6,140.0,0.0,23.3,15.3,0.0
2025-01-16 06:09:00,23.7,22.9,67.8,24.6,1014.0,6,1,6.1,140.0,0.0,22.7,14.7,0.3
2025-01-16 07:09:00,24.6,22.8,64.0,24.6,1015.0,3903,1,5.6,140.0,0.0,22.0,14.0,0.0
2025-01-16 08:09:00,28.1,22.9,55.2,24.6,1015.7,9246,1,5.3,140.0,0.0,21.3,13.3,0.0
2025-01-16 09:09:00,29.8,23.2,51.4,24.7,1016.3,29840,1,5.1,133.3,0.0,20.7,12.7,0.1
2025-01-16 10:09:00,31.2,23.9,47.5,24.7,1016.3,51050,1,5.0,126.7,0.0,19.3,11.3,0.9
2025-01-16 12:09:00,30.4,24.9,48.9,24.9,1015.7,54612,1,5.2,120.0,0.0,18.7,10.7,0.3
2025-01-16 13:09:00,31.5,25.7,46.4,24.9,1014.3,54612,1,5.5,120.0,0.0,17.0,9.3,0.6
2025-01-16 14:09:00,32.1,26.0,44.7,24.8,1013.3,15006,1,5.7,120.0,0.0,16.0,8.7,0.0
2025-01-16 14:09:00,31.5,26.0,46.3,24.6,1012.7,15006,1,5.9,120.0,0.0,14.7,7.3,0.0
2025-01-16 15:09:00,30.4,25.7,48.3,24.5,1012.3,14636,1,6.2,120.0,0.0,13.7,6.0,0.4
2025-01-16 17:09:00,28.7,25.3,51.4,24.2,1012.0,4453,1,6.5,113.3,0.0,12.0,4.0,0.4
2025-01-16 18:09:00,27.7,24.8,53.2,24.0,1012.0,340,1,6.8,106.7,0.0,10.7,2.7,0.5
2025-01-16 18:09:00,26.1,24.6,59.0,23.9,1012.3,340,1,6.8,100.0,0.0,10.0,2.0,0.5
2025-01-16 19:09:00,24.5,24.3,66.7,23.9,1013.0,10,1,6.7,100.0,0.0,10.0,2.0,0.0
2025-01-16 20:09:00,23.0,24.0,74.4,23.9,1013.7,6,1,6.6,100.0,0.0,10.0,2.0,0.0
2025-01-16 20:09:00,22.6,23.8,76.4,23.8,1014.3,6,1,6.4,100.0,0.0,10.0,2.0,0.0
2025-01-16 21:09:00,22.6,23.7,75.2,23.7,1014.7,10,1,6.3,100.0,0.0,10.0,2.0,0.0
2025-01-16 22:09:00,20.9,23.0,80.2,23.5,1014.3,6,1,5.8,100.0,0.0,8.0,1.3,0.0
2025-01-18 05:09:00,19.1,22.3,83.8,23.3,1013.7,6,1,5.5,100.0,0.0,6.0,0.7,0.0
2025-01-18 06:09:00,18.7,21.6,85.3,25.3,1013.3,6,1,5.6,126.7,0.7,18.7,13.3,0.0
2025-01-18 08:11:00,23.6,21.7,67.0,26.8,1014.0,9753,1,6.1,153.3,0.7,32.7,26.0,0.0
2025-01-18 09:09:00,29.6,23.0,48.8,28.4,1014.3,15793,1,5.9,180.0,0.7,46.0,38.0,0.0
2025-01-18 11:10:00,33.8,24.8,34.6,27.7,1014.0,54612,1,5.4,180.0,0.0,43.3,35.3,1.6
2025-01-18 12:09:00,34.0,26.4,34.1,27.3,1013.0,54612,1,5.3,173.3,0.0,40.0,32.0,0.0
2025-01-18 13:09:00,33.0,26.9,35.9,26.8,1012.3,54612,1,5.9,166.7,0.0,37.3,29.3,0.4
2025-01-18 13:10:00,32.5,26.9,35.8,26.6,1012.0,54612,1,6.4,160.0,0.0,36.0,28.0,0.4
2025-01-18 13:10:00,32.5,26.9,35.8,26.6,1012.0,54612,1,6.4,160.0,0.0,36.0,28.0,0.4
2025-01-18 13:11:00,32.4,26.7,36.5,26.4,1011.7,54612,1,6.6,160.0,0.0,34.7,30.0,0.4
2025-01-18 14:09:00,31.9,26.5,37.3,26.1,1011.0,14260,1,6.8,153.3,0.0,32.0,27.3,0.0
2025-01-18 15:09:00,27.6,25.2,54.4,25.4,1011.0,16280,1,6.3,140.0,0.0,25.3,20.7,1.8
2025-01-18 22:11:00,22.8,23.9,73.9,24.7,1011.0,6,1,5.7,126.7,0.0,19.3,11.3,0.0
2025-01-19 02:10:00,18.3,22.5,93.4,24.2,1011.3,10,1,5.0,120.0,0.0,14.7,6.7,0.0
2025-01-19 02:11:00,17.6,22.2,96.6,24.1,1011.0,10,1,5.1,120.0,0.0,14.0,6.0,0.0
